Day,Price,Open,High,Low,close,adjusted_close,volume,Change %,RSI,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,WMA,Real Upper Band,Real Lower Band,Real Middle Band,Chaikin A/D,OBV,MOM,WILLR,ADX,CCI,Aroon Up,Aroon Down
21,"1,872.34","1,859.16","1,875.18","1,859.16",1872.34,1872.34,3274300000,0.79%,56.6153,1864.413,1858.0926,5.8011,-1.8993,7.7004,32.6712,50.6135,1861.8273,1885.7833,1843.0427,1864.413,9.75E+11,7.38E+11,26.61,-26.1937,10.6825,41.8094,70,0
22,"1,885.52","1,873.96","1,885.84","1,873.96",1885.52,1885.52,3336190000,0.70%,59.5206,1864.9935,1860.7048,7.3386,-0.2894,7.6281,50.7995,78.1845,1863.8375,1887.937,1842.05,1864.9935,9.79E+11,7.41E+11,11.61,-0.6915,11.0051,138.4689,100,40
23,"1,890.90","1,886.61","1,893.17","1,883.79",1890.9,1890.9,3131660000,0.29%,60.6527,1865.848,1863.5805,8.8888,1.0086,7.8802,74.5142,94.7446,1866.3048,1891.189,1840.507,1865.848,9.80E+11,7.44E+11,17.09,-4.2351,11.5051,177.3391,100,35
24,"1,888.77","1,891.43","1,893.80","1,882.65",1888.77,1888.77,3055600000,-0.11%,59.9539,1866.435,1865.9795,9.8321,1.5615,8.2706,89.123,94.44,1868.4879,1893.2839,1839.5861,1866.435,9.81E+11,7.41E+11,11.74,-9.2753,11.9342,157.0913,100,30
25,"1,865.09","1,890.25","1,897.28","1,863.26",1865.09,1865.09,3583750000,-1.25%,52.8307,1865.7875,1865.8948,8.5701,0.2396,8.3305,85.2402,66.5359,1868.3598,1892.1051,1839.4699,1865.7875,9.77E+11,7.38E+11,-12.9501,-55.7789,11.6233,64.413,100,25
26,"1,845.04","1,863.92","1,864.04","1,841.48",1845.04,1845.04,3801540000,-1.08%,47.7721,1864.181,1863.9086,5.8843,-1.957,7.8412,65.929,36.8112,1866.3838,1891.4293,1836.9327,1864.181,9.75E+11,7.34E+11,-32.13,-90.5214,11.4116,-104.3383,95,20
27,"1,851.96","1,845.48","1,854.95","1,837.49",1851.96,1851.96,3721450000,0.38%,49.5278,1863.3975,1862.7706,4.2649,-2.861,7.126,39.5754,15.3791,1865.2199,1891.1014,1835.6936,1863.3975,9.77E+11,7.38E+11,-15.67,-75.7987,11.3186,-106.5615,90,100
28,"1,872.18","1,852.64","1,872.43","1,852.38",1872.1801,1872.1801,3308650000,1.09%,54.2576,1863.5965,1863.6668,4.5606,-2.0523,6.6129,27.2413,29.5337,1866.0563,1891.492,1835.701,1863.5965,9.80E+11,7.41E+11,3.9801,-41.9802,10.8075,10.8424,85,95
29,"1,833.08","1,872.28","1,872.53","1,830.87",1833.08,1833.08,3758780000,-2.09%,45.566,1862.9335,1860.7538,1.6212,-3.9933,5.6146,24.4764,28.5163,1863.15,1892.9851,1832.8819,1862.9335,9.77E+11,7.37E+11,-13.26,-96.6722,10.7775,-116.1465,80,100
30,"1,815.69","1,830.65","1,835.07","1,814.36",1815.6899,1815.6899,3743460000,-0.95%,42.3871,1861.6615,1856.462,-2.0874,-6.1616,4.0742,26.4204,21.2113,1858.6506,1896.9877,1826.3353,1861.6615,9.74E+11,7.33E+11,-25.4401,-98.3961,11.121,-235.6947,75,100
31,"1,830.61","1,818.18","1,834.19","1,815.80",1830.61,1830.61,3111540000,0.82%,45.8019,1860.2505,1853.9999,-3.7791,-6.2826,2.5035,20.3036,11.1831,1855.6933,1898.0818,1822.4192,1860.2505,9.76E+11,7.37E+11,-28.22,-80.4028,11.4474,-175.6553,70,95
32,"1,842.98","1,831.45","1,844.02","1,816.29",1842.98,1842.98,3736440000,0.68%,48.4675,1858.787,1852.9504,-4.0746,-5.2625,1.1879,19.6228,26.4741,1854.0485,1896.9118,1820.6622,1858.787,9.79E+11,7.40E+11,-29.27,-65.4848,11.4525,-117.764,65,90
33,"1,862.31","1,846.01","1,862.31","1,846.01",1862.3101,1862.3101,3155080000,1.05%,52.3245,1858.864,1853.8418,-2.7177,-3.1245,0.4068,30.282,53.1889,1854.384,1897.0107,1820.7173,1858.864,9.82E+11,7.43E+11,1.54,-42.1731,10.9433,-10.6884,60,85
34,"1,864.85","1,861.73","1,869.63","1,856.72",1864.85,1864.85,3341430000,0.14%,52.813,1858.506,1854.8902,-1.421,-1.4622,0.0412,51.3302,74.3276,1854.9541,1896.2851,1820.7269,1858.506,9.83E+11,7.47E+11,-7.16,-39.11,10.5219,22.5007,55,80
35,"1,871.89","1,865.79","1,871.89","1,863.18",1871.89,1871.89,2642500000,0.38%,54.1827,1858.7745,1856.5092,0.1727,0.1052,0.0675,72.9258,91.2608,1856.2288,1896.8528,1820.6962,1858.7745,9.86E+11,7.49E+11,5.37,-30.6199,10.1801,48.3809,50,75
36,"1,879.55","1,872.57","1,884.89","1,872.57",1879.55,1879.55,3215440000,0.41%,55.6569,1859.88,1858.7036,2.0304,1.5703,0.4601,86.7036,94.5224,1858.2074,1899.0084,1820.7516,1859.88,9.86E+11,7.53E+11,22.1101,-21.382,10.1816,86.5562,45,70
37,"1,875.39","1,879.32","1,879.75","1,873.91",1875.39,1875.39,3085720000,-0.22%,54.6517,1860.3685,1860.2927,3.1309,2.1366,0.9942,91.6813,89.2605,1859.6846,1900.0119,1820.7251,1860.3685,9.85E+11,7.50E+11,9.77,-26.3989,10.183,69.363,40,65
38,"1,878.61","1,881.97","1,884.06","1,870.24",1878.61,1878.61,3191830000,0.17%,55.3093,1861.671,1862.0372,4.2143,2.576,1.6382,88.5375,81.8294,1861.4219,1901.9099,1821.4321,1861.671,9.85E+11,7.53E+11,26.0499,-22.5157,10.2933,67.7881,35,60
39,"1,863.40","1,877.72","1,877.72","1,859.70",1863.4,1863.4,3213020000,-0.81%,51.5892,1862.389,1862.167,3.8017,1.7308,2.0709,75.6924,55.9871,1861.5865,1902.2111,1822.5669,1862.389,9.84E+11,7.49E+11,14.36,-40.8586,10.0676,20.3666,30,55
40,"1,869.43","1,865.00","1,877.01","1,850.61",1869.4301,1869.4301,4034680000,0.32%,52.911,1862.9795,1862.8587,3.9162,1.4762,2.44,62.3051,49.0988,1862.2571,1902.8514,1823.1076,1862.9795,9.85E+11,7.54E+11,11.8101,-33.5865,9.585,13.4863,25,50
41,"1,878.33","1,870.78","1,880.60","1,870.78",1878.33,1878.33,3647820000,0.48%,54.8271,1863.279,1864.3322,4.6712,1.785,2.8862,51.9685,50.8198,1863.7191,1903.516,1823.042,1863.279,9.87E+11,7.57E+11,5.99,-22.8534,9.2293,57.8719,20,45
42,"1,883.95","1,877.10","1,885.20","1,872.69",1883.95,1883.95,3779230000,0.30%,56.0167,1863.2005,1866.2006,5.6579,2.2173,3.4406,59.3236,78.0523,1865.6877,1903.2694,1823.1316,1863.2005,9.90E+11,7.61E+11,-1.5701,-16.0758,9.0235,75.4897,15,40
43,"1,883.68","1,884.39","1,888.59","1,878.04",1883.6801,1883.6801,3416740000,-0.01%,55.9422,1862.8395,1867.8653,6.3449,2.3234,4.0214,72.5494,88.7761,1867.6381,1902.024,1823.655,1862.8395,9.90E+11,7.58E+11,-7.22,-16.4013,8.9256,89.937,10,35
44,"1,881.14","1,885.30","1,891.33","1,878.50",1881.14,1881.14,3159560000,-0.13%,55.215,1862.458,1869.1295,6.6082,2.0694,4.5388,84.3244,86.1447,1869.3811,1900.764,1824.152,1862.458,9.89E+11,7.54E+11,-7.63,-19.4646,8.9125,92.9112,5,30
45,"1,884.66","1,879.45","1,885.51","1,866.77",1884.66,1884.66,2733730000,0.19%,56.0485,1863.4365,1870.6086,7.02,1.985,5.035,84.4059,78.2967,1871.4955,1902.9424,1823.9306,1863.4365,9.91E+11,7.57E+11,19.5701,-8.6656,8.5091,71.0735,0,25
46,"1,867.72","1,883.69","1,883.69","1,867.72",1867.72,1867.72,3327260000,-0.90%,51.2197,1864.5705,1870.3335,5.9113,0.701,5.2103,71.6678,50.5619,1871.9035,1903.1912,1825.9498,1864.5705,9.88E+11,7.54E+11,22.6799,-30.6743,8.1259,41.9514,90,20
47,"1,878.21","1,868.53","1,878.83","1,859.79",1878.21,1878.21,3632950000,0.56%,53.8134,1865.883,1871.0837,5.8121,0.4814,5.3306,57.9653,45.0374,1873.2025,1904.4844,1827.2816,1865.883,9.91E+11,7.57E+11,26.25,-17.0456,7.9353,35.0701,85,15
48,"1,875.63","1,877.39","1,889.07","1,870.05",1875.63,1875.63,3393420000,-0.14%,53.0827,1866.0555,1871.5166,5.4623,0.1053,5.357,44.3655,37.4973,1874.1308,1904.7985,1827.3125,1866.0555,9.90E+11,7.54E+11,3.45,-20.3975,7.6619,58.8825,80,10
49,"1,878.48","1,875.27","1,878.57","1,867.02",1878.48,1878.48,3025020000,0.15%,53.812,1868.3255,1872.1798,5.3534,-0.0029,5.3562,46.6733,57.4853,1875.314,1904.295,1832.356,1868.3255,9.93E+11,7.57E+11,45.4,-16.6948,7.3005,38.7103,75,5
50,"1,896.65","1,880.03","1,897.13","1,880.03",1896.65,1896.65,3005740000,0.97%,58.175,1872.3735,1874.5103,6.6565,1.0402,5.6163,55.3018,70.9228,1878.0116,1901.2632,1843.4838,1872.3735,9.96E+11,7.60E+11,80.9601,-0.5902,7.522,126.3965,100,0
51,"1,897.45","1,896.75","1,902.17","1,896.06",1897.45,1897.45,2915680000,0.04%,58.3573,1875.7155,1876.695,7.6654,1.6393,6.0261,70.737,83.803,1880.3999,1899.5244,1851.9066,1875.7155,9.94E+11,7.63E+11,66.84,-5.4961,7.8709,180.7079,100,0
52,"1,888.53","1,897.13","1,897.13","1,885.77",1888.53,1888.53,2822060000,-0.47%,55.5171,1877.993,1877.8222,7.6569,1.3046,6.3523,79.2166,82.924,1881.6203,1897.0885,1858.8975,1877.993,9.93E+11,7.60E+11,45.55,-24.2878,7.8405,123.8075,95,0
53,"1,870.85","1,888.16","1,888.16","1,862.36",1870.85,1870.85,3552640000,-0.94%,50.3994,1878.42,1877.1582,6.1526,-0.1597,6.3123,74.6183,57.1279,1880.94,1896.4456,1860.3944,1878.42,9.91E+11,7.57E+11,8.5399,-60.7448,7.7907,-40.0933,90,0
54,"1,877.86","1,871.19","1,878.28","1,864.82",1877.86,1877.86,3173650000,0.37%,52.237,1879.0705,1877.225,5.4632,-0.6793,6.1425,60.179,40.4853,1880.8867,1895.9957,1862.1453,1879.0705,9.94E+11,7.60E+11,13.01,-47.149,7.7434,-50.0221,85,30
55,"1,885.08","1,876.66","1,886.00","1,872.42",1885.08,1885.08,2664250000,0.38%,54.0814,1879.73,1877.9731,5.4367,-0.5647,6.0013,45.5746,39.1107,1881.459,1896.5119,1862.9481,1879.73,9.97E+11,7.62E+11,13.1899,-33.146,7.4535,27.2033,80,25
56,"1,872.83","1,884.88","1,884.88","1,868.14",1872.83,1872.83,3007700000,-0.65%,50.5923,1879.394,1877.4833,4.3768,-1.2997,5.6764,40.5451,42.0393,1880.8018,1896.4438,1862.3441,1879.394,9.95E+11,7.59E+11,-6.7201,-56.9047,7.3059,-37.5152,75,20
57,"1,888.03","1,873.34","1,888.80","1,873.34",1888.03,1888.03,2777140000,0.81%,54.4321,1880.026,1878.4877,4.709,-0.7739,5.4829,47.5245,61.4236,1881.6243,1897.3699,1862.6821,1880.026,9.98E+11,7.62E+11,12.64,-27.4244,7.0376,48.4554,70,15
58,"1,892.49","1,888.19","1,896.33","1,885.39",1892.49,1892.49,2759800000,0.24%,55.5003,1880.72,1879.8213,5.2714,-0.1692,5.4406,58.378,71.6711,1882.8114,1898.8736,1862.5664,1880.72,9.99E+11,7.65E+11,13.88,-18.7743,6.8294,116.7717,65,10
59,"1,900.53","1,893.32","1,901.26","1,893.32",1900.53,1900.53,2396280000,0.42%,57.3954,1882.5765,1881.7935,6.2934,0.6822,5.6112,75.7757,94.2324,1884.698,1900.8592,1864.2938,1882.5765,1.00E+12,7.67E+11,37.13,-3.1808,6.7846,161.5521,60,5
60,"1,911.91","1,902.01","1,912.28","1,902.01",1911.91,1911.91,2911020000,0.60%,59.9374,1884.7005,1884.6618,7.9301,1.8552,6.075,86.9424,94.9237,1887.4917,1906.0016,1863.3994,1884.7005,1.00E+12,7.70E+11,42.48,-0.7049,7.0668,214.2973,100,0
61,"1,909.78","1,911.77","1,914.46","1,907.30",1909.78,1909.78,2976450000,-0.11%,59.241,1886.273,1887.054,8.9522,2.3018,6.6504,94.7828,95.1922,1889.8802,1909.9695,1862.5765,1886.273,1.00E+12,7.67E+11,31.4501,-8.5603,7.3969,180.8132,100,30
62,"1,920.03","1,910.60","1,920.03","1,909.82",1920.03,1920.03,2709050000,0.54%,61.5065,1888.077,1890.1946,10.4686,3.0546,7.4141,95.3476,95.9269,1893.0952,1915.9219,1860.2321,1888.077,1.01E+12,7.70E+11,36.0801,0,7.869,178.7878,100,25
63,"1,923.57","1,920.33","1,924.03","1,916.64",1923.5699,1923.5699,3263490000,0.18%,62.269,1890.0715,1893.3732,11.8198,3.5246,8.2952,95.6087,95.7069,1896.4755,1921.8128,1858.3302,1890.0715,1.01E+12,7.73E+11,39.8899,-0.7162,8.4298,169.4882,100,20
64,"1,924.97","1,923.87","1,925.88","1,915.98",1924.97,1924.97,2509020000,0.07%,62.5775,1892.263,1896.3824,12.8554,3.6481,9.2072,96.6212,98.2298,1899.7991,1927.1331,1857.3929,1892.263,1.01E+12,7.76E+11,43.83,-1.377,9.0151,147.3863,100,15
65,"1,924.24","1,923.07","1,925.07","1,918.79",1924.24,1924.24,2867180000,-0.04%,62.2979,1894.242,1899.0355,13.462,3.4038,10.0582,96.4081,95.2875,1902.8446,1931.5676,1856.9164,1894.242,1.01E+12,7.73E+11,39.58,-2.4815,9.5711,127.343,95,10
66,"1,927.88","1,923.06","1,928.63","1,918.60",1927.88,1927.88,2793920000,0.19%,63.1619,1897.25,1901.7826,14.0742,3.2128,10.8614,95.9917,94.4578,1906.0482,1935.232,1859.268,1897.25,1.01E+12,7.76E+11,60.16,-1.0895,10.2068,119.5207,100,5
67,"1,940.46","1,928.52","1,941.74","1,922.93",1940.46,1940.46,3113270000,0.65%,65.9968,1900.3625,1905.4662,15.397,3.6285,11.7685,94.6059,94.0723,1910.1634,1941.6516,1859.0733,1900.3625,1.02E+12,7.79E+11,62.25,-1.6125,11.1779,140.0816,100,0
68,"1,949.44","1,942.41","1,949.44","1,942.41",1949.4399,1949.4399,2864300000,0.46%,67.8555,1904.053,1909.6541,16.9743,4.1646,12.8097,95.1816,97.0146,1914.8375,1948.8826,1859.2234,1904.053,1.02E+12,7.82E+11,73.8099,0,12.2947,157.3359,100,25
69,"1,951.27","1,948.97","1,955.55","1,947.16",1951.27,1951.27,2812180000,0.09%,68.2281,1907.6925,1913.6175,18.1626,4.2823,13.8803,95.1898,94.4826,1919.3343,1955.3559,1860.029,1907.6925,1.02E+12,7.84E+11,72.79,-4.5928,13.5022,150.1234,100,20
70,"1,950.79","1,950.34","1,950.86","1,944.64",1950.79,1950.79,2702360000,-0.02%,68.0105,1910.3995,1917.1578,18.8484,3.9745,14.8739,94.4473,91.8448,1923.4389,1961.2875,1859.5115,1910.3995,1.02E+12,7.82E+11,54.14,-5.1079,14.5212,125.1487,95,15
71,"1,943.89","1,949.37","1,949.37","1,940.08",1943.89,1943.89,2710620000,-0.35%,64.879,1912.7215,1919.7037,18.6204,2.9972,15.6232,88.7524,79.9298,1926.6284,1965.2458,1860.1972,1912.7215,1.02E+12,7.79E+11,46.4401,-12.5121,15.2582,99.33,90,10
72,"1,930.11","1,943.35","1,943.35","1,925.78",1930.11,1930.11,3040480000,-0.71%,59.1532,1914.8005,1920.6948,17.1303,1.2057,15.9246,75.6935,55.3058,1928.2845,1966.6169,1862.9841,1914.8005,1.02E+12,7.76E+11,41.58,-27.2991,15.297,59.5358,85,5
73,"1,936.16","1,930.80","1,937.30","1,927.69",1936.16,1936.16,2598230000,0.31%,60.7539,1918.066,1922.1677,16.2503,0.2606,15.9897,57.7082,37.889,1930.3187,1966.514,1869.618,1918.066,1.02E+12,7.79E+11,65.3101,-21.3711,15.3338,56.38,80,0
74,"1,937.78","1,934.84","1,941.15","1,930.91",1937.78,1937.78,2926130000,0.08%,61.1827,1921.062,1923.6546,15.5049,-0.3879,15.8928,41.8715,32.4197,1932.1962,1966.5122,1875.6118,1921.062,1.02E+12,7.82E+11,59.92,-20.3295,15.4932,60.7929,75,0
75,"1,941.99","1,937.15","1,943.69","1,933.55",1941.99,1941.99,2971260000,0.22%,62.3091,1923.9075,1925.4008,15.08,-0.6502,15.7302,40.2617,50.4766,1934.1894,1967.0583,1880.7567,1923.9075,1.03E+12,7.85E+11,56.91,-15.5132,15.7267,67.4958,70,5
76,"1,956.98","1,942.73","1,957.74","1,939.29",1956.98,1956.98,3065220000,0.77%,66.0062,1928.115,1928.4083,15.771,0.0326,15.7384,51.4304,71.3948,1937.3391,1966.6916,1889.5384,1928.115,1.03E+12,7.88E+11,84.15,-0.9005,16.3678,104.9991,100,0
77,"1,959.48","1,957.50","1,959.87","1,952.26",1959.48,1959.48,2952150000,0.13%,66.5817,1931.6875,1931.3675,16.3321,0.475,15.8571,70.0822,88.3752,1940.3263,1967.9159,1895.4591,1931.6875,1.03E+12,7.91E+11,71.45,-0.5237,17.0357,121.2083,100,0
78,"1,962.87","1,960.45","1,963.91","1,959.17",1962.87,1962.87,4336240000,0.17%,67.3701,1935.2065,1934.3678,16.8561,0.7992,16.0569,85.8409,97.7528,1943.296,1969.1202,1901.2928,1935.2065,1.03E+12,7.95E+11,70.38,-1.4733,17.7822,135.6512,100,0
79,"1,962.61","1,962.92","1,963.74","1,958.89",1962.61,1962.61,2717630000,-0.01%,67.2421,1938.3105,1937.0575,17.0537,0.7974,16.2563,94.4154,97.1181,1945.9059,1970.2683,1906.3527,1938.3105,1.03E+12,7.92E+11,62.08,-2.1002,18.476,124.3074,95,0
80,"1,949.98","1,961.97","1,968.17","1,948.34",1949.98,1949.98,3089700000,-0.64%,61.2844,1940.214,1938.2882,16.0067,-0.1997,16.2064,90.466,76.5271,1947.0173,1970.1246,1910.3034,1940.214,1.03E+12,7.89E+11,38.0699,-29.8835,18.5807,84.8888,100,0
81,"1,959.53","1,949.27","1,960.83","1,947.49",1959.53,1959.53,3106710000,0.49%,63.8348,1942.7015,1940.3112,15.7658,-0.3524,16.1183,79.0988,63.6512,1948.8569,1970.2564,1915.1466,1942.7015,1.03E+12,7.92E+11,49.75,-14.8072,18.6374,79.5931,95,0
82,"1,957.22","1,959.89","1,959.89","1,944.69",1957.22,1957.22,2778840000,-0.12%,62.7817,1944.561,1941.9216,15.2131,-0.7241,15.9372,63.2372,49.5333,1950.2396,1970.7297,1918.3923,1944.561,1.04E+12,7.89E+11,37.1899,-20.9811,18.5475,62.6713,90,0
83,"1,960.96","1,956.56","1,961.47","1,952.18",1960.96,1960.96,4290590000,0.19%,63.7995,1946.4305,1943.7348,14.9051,-0.8257,15.7308,57.8257,60.2926,1951.8014,1971.659,1921.202,1946.4305,1.04E+12,7.94E+11,37.39,-13.815,18.5206,81.0245,85,5
84,"1,960.23","1,960.79","1,964.24","1,958.22",1960.23,1960.23,3037350000,-0.04%,63.443,1948.1935,1945.3058,14.4357,-1.0361,15.4718,57.591,62.947,1953.1157,1972.0686,1924.3184,1948.1935,1.04E+12,7.91E+11,35.26,-16.0179,18.5987,91.4773,80,0
85,"1,973.32","1,962.29","1,978.58","1,962.29",1973.3199,1973.3199,3188240000,0.67%,66.9303,1950.6475,1947.9738,14.9476,-0.4193,15.3669,65.5194,73.3186,1955.5087,1974.2578,1927.0372,1950.6475,1.04E+12,7.94E+11,49.08,-8.7696,19.1568,150.0836,100,5
86,"1,974.62","1,973.06","1,976.67","1,972.58",1974.62,1974.62,2851480000,0.07%,67.2569,1952.9845,1950.5115,15.282,-0.0679,15.35,71.975,79.6594,1957.7917,1976.3696,1929.5994,1952.9845,1.04E+12,7.97E+11,46.74,-7.1158,19.687,161.1307,95,0
87,"1,985.44","1,975.88","1,985.59","1,975.88",1985.4399,1985.4399,1998090000,0.55%,69.8638,1955.2335,1953.838,16.233,0.7065,15.5266,81.2533,90.7818,1960.8827,1981.8029,1928.6641,1955.2335,1.04E+12,7.99E+11,44.98,-0.2508,20.4613,188.9748,100,0
88,"1,977.65","1,984.22","1,984.22","1,974.88",1977.65,1977.65,2681260000,-0.39%,65.8882,1956.644,1956.1058,16.1717,0.5161,15.6556,85.5756,86.2855,1963.0177,1984.7822,1928.5058,1956.644,1.04E+12,7.96E+11,28.2101,-13.2753,21.136,144.856,95,20
89,"1,963.71","1,976.39","1,976.39","1,959.46",1963.71,1963.71,3302430000,-0.70%,59.5093,1957.266,1956.83,14.8274,-0.6626,15.49,79.7787,62.2687,1963.6906,1985.4515,1929.0805,1957.266,1.04E+12,7.93E+11,12.4399,-36.5826,20.9224,61.4753,90,15
90,"1,972.83","1,965.10","1,974.15","1,965.10",1972.83,1972.83,2858800000,0.46%,62.0401,1958.368,1958.3538,14.3326,-0.9259,15.2585,64.8983,46.1408,1965.1729,1987.1712,1929.5648,1958.368,1.04E+12,7.96E+11,22.0399,-21.3343,20.7195,78.2717,85,10
91,"1,964.68","1,966.67","1,969.84","1,952.86",1964.6801,1964.6801,3165690000,-0.41%,58.595,1959.4075,1958.9563,13.1316,-1.7016,14.8331,47.6416,34.5153,1965.774,1987.5384,1931.2766,1959.4075,1.04E+12,7.92E+11,20.79,-34.9606,19.9372,25.396,80,5
92,"1,967.57","1,965.76","1,968.67","1,959.63",1967.5699,1967.5699,2684630000,0.15%,59.4358,1961.2805,1959.7767,12.2714,-2.0493,14.3208,41.7951,44.7293,1966.5514,1986.1596,1936.4013,1961.2805,1.04E+12,7.95E+11,37.46,-31.1226,19.194,36.5542,75,0
93,"1,977.10","1,969.86","1,979.85","1,969.86",1977.1,1977.1,2744920000,0.48%,62.1068,1963.3275,1961.4265,12.2179,-1.6823,13.9002,45.6184,57.6106,1968.058,1986.2634,1940.3916,1963.3275,1.05E+12,7.98E+11,40.9399,-15.5267,18.9277,101.106,70,0
94,"1,973.28","1,977.36","1,982.52","1,965.34",1973.28,1973.28,3328740000,-0.19%,60.4279,1965.1025,1962.5554,11.732,-1.7345,13.4666,56.9538,68.5216,1969.0059,1985.1706,1945.0344,1965.1025,1.05E+12,7.95E+11,35.5,-23.6548,18.4588,77.9211,65,0
95,"1,981.57","1,976.35","1,983.94","1,975.67",1981.5699,1981.5699,3390950000,0.42%,62.7295,1967.0815,1964.3663,11.879,-1.2701,13.149,69.9366,83.6775,1970.5742,1985.3698,1948.7932,1967.0815,1.05E+12,7.98E+11,39.58,-8.6826,18.0693,119.3602,60,0
96,"1,958.12","1,979.75","1,981.80","1,955.59",1958.12,1958.12,3381680000,-1.18%,53.4697,1967.1385,1963.7714,9.9881,-2.5288,12.5168,69.6381,56.7153,1969.7207,1985.3072,1948.9698,1967.1385,1.04E+12,7.95E+11,1.14,-67.1637,17.494,-12.9933,55,0
97,"1,978.22","1,961.54","1,979.91","1,960.82",1978.22,1978.22,3106060000,1.03%,58.9385,1968.0755,1965.1475,9.9962,-2.0165,12.0127,66.9223,60.3742,1970.7761,1986.4988,1949.6522,1968.0755,1.05E+12,7.98E+11,18.74,-18.0195,16.9473,50.2421,50,25
98,"1,973.63","1,976.93","1,976.93","1,965.77",1973.63,1973.63,2611160000,-0.23%,57.3191,1968.6135,1965.9553,9.5225,-1.9922,11.5147,55.9611,50.7938,1971.3051,1987.0258,1950.2012,1968.6135,1.05E+12,7.95E+11,10.76,-29.2419,16.4281,37.9853,45,20
99,"1,983.53","1,975.65","1,986.24","1,975.65",1983.53,1983.53,2890480000,0.50%,59.8253,1969.6595,1967.6291,9.8325,-1.3457,11.1782,63.1244,78.2051,1972.7257,1988.9449,1950.374,1969.6595,1.05E+12,7.98E+11,20.92,-6.5222,15.6923,112.4386,100,15
100,"1,987.01","1,985.32","1,989.23","1,982.44",1987.01,1987.01,2869720000,0.18%,60.6796,1971.511,1969.4749,10.241,-0.7498,10.9908,70.5766,82.7308,1974.3782,1989.9763,1953.0457,1971.511,1.05E+12,8.01E+11,37.03,-4.9842,15.1191,139.6779,100,10
101,"1,987.98","1,988.07","1,991.39","1,985.79",1987.98,1987.98,3203530000,0.05%,60.9234,1972.9335,1971.2373,10.5218,-0.3752,10.897,84.0236,91.1348,1975.9467,1991.8652,1954.0018,1972.9335,1.05E+12,8.04E+11,28.45,-7.302,14.666,146.5565,100,5
102,"1,978.34","1,984.60","1,984.60","1,974.37",1978.34,1978.34,2638960000,-0.48%,57.2123,1973.9895,1971.9138,9.8528,-0.8354,10.6881,83.6562,77.103,1976.4616,1991.608,1956.3709,1973.9895,1.05E+12,8.01E+11,21.12,-33.2825,14.139,56.7731,95,0
103,"1,978.91","1,978.25","1,981.52","1,967.31",1978.91,1978.91,2803320000,0.03%,57.3739,1974.887,1972.5801,9.2618,-1.141,10.4029,76.7549,62.027,1976.9302,1991.5627,1958.2113,1974.887,1.05E+12,8.04E+11,17.9501,-32.3903,13.9202,18.4402,90,0
104,"1,969.95","1,980.03","1,984.85","1,969.95",1969.95,1969.95,3183300000,-0.45%,53.9992,1975.373,1972.3296,7.9786,-1.9395,9.918,58.3988,36.0663,1976.46,1990.834,1959.9119,1975.373,1.05E+12,8.01E+11,9.72,-55.6451,13.5567,-0.1211,85,35
105,"1,970.07","1,973.21","1,978.90","1,962.42",1970.0699,1970.0699,3448250000,0.01%,54.0373,1975.2105,1972.1144,6.8918,-2.421,9.3128,42.2024,28.514,1975.9549,1990.822,1959.599,1975.2105,1.05E+12,8.04E+11,-3.25,-55.3336,13.5065,-53.7564,80,30
106,"1,930.67","1,965.14","1,965.14","1,930.67",1930.67,1930.67,4193000000,-2.00%,42.0081,1973.013,1968.1673,2.8188,-5.1952,8.014,25.6789,12.4564,1971.713,1997.935,1948.091,1973.013,1.04E+12,8.00E+11,-43.95,-100,14.4173,-290.1078,75,100
107,"1,925.15","1,929.80","1,937.35","1,916.37",1925.15,1925.15,3789660000,-0.29%,40.6728,1969.9985,1964.0704,-0.8448,-7.087,6.2422,18.0154,13.0759,1967.1546,2001.8111,1938.1859,1969.9985,1.04E+12,7.96E+11,-60.2899,-88.2964,15.6039,-310.4402,70,100
108,"1,938.99","1,926.62","1,942.92","1,921.20",1938.99,1938.99,3072920000,0.72%,45.2646,1968.0655,1961.6818,-2.6015,-7.0749,4.4735,13.6055,15.2843,1964.2014,2002.383,1933.748,1968.0655,1.04E+12,7.99E+11,-38.66,-69.8481,16.4744,-195.7025,65,95
109,"1,920.21","1,936.34","1,936.34","1,913.77",1920.21,1920.21,3462520000,-0.97%,40.7587,1965.8905,1957.7321,-5.4462,-7.9358,2.4895,15.6468,18.5802,1959.6438,2006.0527,1925.7282,1965.8905,1.04E+12,7.96E+11,-43.5,-91.7032,17.4675,-198.288,60,100
110,"1,920.24","1,917.29","1,927.91","1,911.45",1920.24,1920.24,3539150000,0.00%,40.7686,1963.261,1954.1614,-7.6106,-8.0801,0.4695,17.8761,19.7637,1955.2961,2007.8986,1918.6234,1963.261,1.04E+12,8.00E+11,-52.59,-89.0042,18.4621,-168.6493,55,100
111,"1,909.57","1,923.03","1,928.89","1,904.78",1909.5699,1909.5699,3230520000,-0.56%,38.3648,1960.5055,1949.9146,-10.0707,-8.4322,-1.6385,17.0945,12.9395,1950.1827,2010.8869,1910.1241,1960.5055,1.04E+12,7.96E+11,-55.1101,-94.4696,19.5519,-151.0095,50,100
